Facility Type,School Type,School District,School Name,Address,6-12 Grade Enrollment,Total Enrollment,Average Up to Date Rate,Average Exemption Rate,Average In Process Rate,Average Incomplete Record Rate,Average No Record Rate,HepB: Up to Date Rate,HepB: Medical Exemptions Rate,HepB: Religious Exemptions Rate,HepB: Personal Exemptions Rate,HepB: In Process Rate,HepB: McKinny-Vento Exemptions Rate,HepB: Incomplete Record Rate,HepB: No Record Rate,Dtap: Up to Date Rate,Dtap: Medical Exemptions Rate,Dtap: Religious Exemptions Rate,Dtap: Personal Exemptions Rate,Dtap: In Process Rate,Dtap: McKinny-Vento Exemptions Rate,Dtap: Incomplete Record Rate,Dtap: No Record Rate,Polio: Up to Date Rate,Polio: Medical Exemptions Rate,Polio: Religious Exemptions Rate,Polio: Personal Exemptions Rate,Polio: In Process Rate,Polio: McKinny-Vento Exemptions Rate,Polio: Incomplete Record Rate,Polio: No Record Rate,MMR: Up to Date Rate,MMR: Medical Exemptions Rate,MMR: Religious Exemptions Rate,MMR: Personal Exemptions Rate,MMR: In Process Rate,MMR: McKinny-Vento Exemptions Rate,MMR: Incomplete Record Rate,MMR: No Record Rate,Varicella: Up to Date Rate,Varicella: Medical Exemptions Rate,Varicella: Religious Exemptions Rate,Varicella: Personal Exemptions Rate,Varicella: In Process Rate,Varicella: McKinny-Vento Exemptions Rate,Varicella: Incomplete Record Rate,Varicella: No Record Rate,Tdap: Up to Date,Tdap: Medical Exemptions,Tdap: Religious Exemptions,Tdap: Personal Exemptions,Tdap: In Process,Tdap: McKinny-Vento Exemptions,Tdap: Incomplete Record,Tdap: No Record,Street Address,Zipcode,ADDRESS,CHARTER,CITY,DISTRICT_NAME,DISTRICT_NUMBER,DISTRICT_SETTING,HIGHEST_GRADE,LOWEST_GRADE,PHONE,SCHOOL_CODE,SCHOOL_NAME,STATE,ZIPCODE
PUBLIC,Elem/Middle,DENVER COUNTY 1,DENVER GREEN SCHOOL,"6700 EAST VIRGINIA AVENUE DENVER, CO 80224",168.0,521.0,0.9412,0.0371,0.0011,0.0159,0.004,0.9232,0.0019,0.0077,0.0307,0.0,0.0,0.0365,0.0038,0.9501,0.0019,0.0077,0.025,0.0058,0.0,0.0058,0.0038,0.9482,0.0019,0.0077,0.025,0.0,0.0,0.0096,0.0038,0.9463,0.0019,0.0096,0.025,0.0,0.0,0.0134,0.0038,0.9443,0.0019,0.0077,0.0211,0.0,0.0,0.0173,0.0038,0.9226,0.0,0.0119,0.0536,0.0,0.0,0.006,0.006,6700 EAST VIRGINIA AVENUE DENVER,80224,6700 EAST VIRGINIA AVENUE,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,8th Grade,Preschool,7204247480,2125,DENVER GREEN SCHOOL,CO,80224
PUBLIC,Elem/Middle,DENVER COUNTY 1,DENVER LANGUAGE SCHOOL,"451 NEWPORT STREET DENVER, CO 80220",103.0,713.0,0.9171,0.018,0.0005,0.0477,0.0166,0.8892,0.007,0.0,0.0182,0.0,0.0,0.0687,0.0168,0.9341,0.0,0.0,0.0126,0.0014,0.0,0.0351,0.0168,0.9313,0.0,0.0,0.014,0.0014,0.0,0.0365,0.0168,0.9299,0.0014,0.0,0.0182,0.0,0.0,0.0337,0.0168,0.9158,0.0028,0.0014,0.0168,0.0,0.0,0.0463,0.0168,0.8155,0.0,0.0,0.0,0.0,0.0,0.1748,0.0097,451 NEWPORT STREET DENVER,80220,451 NEWPORT STREET,True,DENVER,DENVER COUNTY 1,0880,Denver Metro,8th Grade,Kindergarten,3035570852,2127,DENVER LANGUAGE SCHOOL,CO,80220
PUBLIC,High,DENVER COUNTY 1,DENVER ONLINE HIGH SCHOOL,"4250 SHOSHONE ST DENVER, CO 80211",259.0,259.0,0.843,0.0026,0.0,0.1474,0.0077,0.9112,0.0,0.0,0.0,0.0,0.0,0.0849,0.0077,0.9382,0.0,0.0,0.0,0.0,0.0,0.0541,0.0077,0.7027,0.0,0.0,0.0,0.0,0.0,0.2896,0.0077,0.9305,0.0,0.0,0.0,0.0,0.0,0.0618,0.0077,0.6757,0.0077,0.0,0.0,0.0,0.0,0.3089,0.0077,0.8996,0.0077,0.0,0.0,0.0,0.0,0.0849,0.0077,4250 SHOSHONE ST DENVER,80211,4250 SHOSHONE ST,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,12th Grade,9th Grade,7204248281,6509,DENVER ONLINE HIGH SCHOOL,CO,80211
PUBLIC,High,DENVER COUNTY 1,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,"150 S. PEARL ST DENVER,CO  80209",168.0,168.0,0.9276,0.0308,0.0,0.0417,0.0,0.9405,0.0,0.006,0.0238,0.0,0.0,0.0298,0.0,0.9464,0.0,0.0119,0.0179,0.0,0.0,0.0238,0.0,0.9464,0.0,0.006,0.0238,0.0,0.0,0.0238,0.0,0.9524,0.0,0.0,0.0238,0.0,0.0,0.0238,0.0,0.869,0.006,0.006,0.0357,0.0,0.0,0.0833,0.0,0.9107,0.0,0.0,0.0238,0.0,0.0,0.0655,0.0,150 S. PEARL ST DENVER,,150 SOUTH PEARL STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,12th Grade,9th Grade,7204242000,2241,DENVER SCHOOL OF INNOVATION AND SUSTAINABLE DESIGN,CO,80209
PUBLIC,Middle/High,DENVER COUNTY 1,DENVER SCHOOL OF THE ARTS,"7111 MONTVIEW BLVD DENVER, CO 80220",1084.0,1084.0,0.938,0.0149,0.0003,0.0394,0.0074,0.9382,0.0,0.0018,0.0148,0.0009,0.0,0.0369,0.0074,0.964,0.0,0.0018,0.0101,0.0,0.0,0.0166,0.0074,0.9557,0.0,0.0018,0.012,0.0009,0.0,0.0221,0.0074,0.9539,0.0,0.0018,0.0138,0.0,0.0,0.0231,0.0074,0.9022,0.0,0.0018,0.0148,0.0,0.0,0.0738,0.0074,0.9142,0.0,0.0018,0.0129,0.0,0.0,0.0637,0.0074,7111 MONTVIEW BLVD DENVER,80220,7111 MONTVIEW BLVD,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,12th Grade,6th Grade,7204241700,2184,DENVER SCHOOL OF THE ARTS,CO,80220
PUBLIC,Elementary,PUEBLO COUNTY 70,DESERT SAGE ELEMENTARY SCHOOL,"935 SOUTH PALOMAR DRIVE PUEBLO WEST, CO 81007",0.0,400.0,0.9635,0.025,0.009,0.0,0.0025,0.9675,0.0,0.0,0.025,0.005,0.0,0.0,0.0025,0.9675,0.0,0.0,0.0225,0.0075,0.0,0.0,0.0025,0.9675,0.0,0.0,0.0225,0.0075,0.0,0.0,0.0025,0.9575,0.0,0.0,0.0275,0.0125,0.0,0.0,0.0025,0.9575,0.0,0.0,0.0275,0.0125,0.0,0.0,0.0025,,,,,,,,,935 SOUTH PALOMAR DRIVE PUEBLO WEST,81007,935 SOUTH PALOMAR DRIVE,False,PUEBLO WEST,PUEBLO COUNTY 70,2700,Urban-Suburban,5th Grade,Preschool,7196478878,0026,DESERT SAGE ELEMENTARY SCHOOL,CO,81007
PUBLIC,Middle/High,JEFFERSON COUNTY R-1,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,"10359 W NASSAU AVENUE DENVER, CO 80235",1022.0,1022.0,0.9685,0.0065,0.0,0.0253,0.0,0.9687,0.002,0.001,0.0059,0.0,0.0,0.0225,0.0,0.9736,0.002,0.001,0.0029,0.0,0.0,0.0225,0.0,0.9804,0.002,0.001,0.0029,0.0,0.0,0.0137,0.0,0.9716,0.001,0.001,0.0039,0.0,0.0,0.0225,0.0,0.954,0.0,0.002,0.0049,0.0,0.0,0.0391,0.0,0.9628,0.001,0.001,0.0039,0.0,0.0,0.0313,0.0,10359 W NASSAU AVENUE DENVER,80235,10359 W NASSAU AVENUE,False,DENVER,JEFFERSON COUNTY R-1,1420,Denver Metro,12th Grade,7th Grade,3039822600,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,CO,80235
PUBLIC,Elementary,JEFFERSON COUNTY R-1,DEVINNY ELEMENTARY SCHOOL,"1725 SOUTH WRIGHT STREET LAKEWOOD, CO 80228",85.0,548.0,0.9419,0.0028,0.0,0.0588,0.0064,0.9617,0.0,0.0,0.0018,0.0,0.0,0.042,0.0055,0.9653,0.0,0.0,0.0018,0.0,0.0,0.0383,0.0055,0.958,0.0,0.0,0.0018,0.0,0.0,0.0456,0.0055,0.9599,0.0018,0.0,0.0018,0.0,0.0,0.042,0.0055,0.9562,0.0018,0.0,0.0036,0.0,0.0,0.0438,0.0055,0.3529,0.0,0.0,0.0,0.0,0.0235,0.5882,0.0353,1725 SOUTH WRIGHT STREET LAKEWOOD,80228,1725 SOUTH WRIGHT STREET,False,LAKEWOOD,JEFFERSON COUNTY R-1,1420,Denver Metro,5th Grade,Kindergarten,3039829200,2194,DEVINNY ELEMENTARY SCHOOL,CO,80228
PUBLIC,Elementary,SUMMIT RE-1,DILLON VALLEY ELEMENTARY SCHOOL,"108 DEERPATH ROAD DILLON, CO 80435",0.0,397.0,0.9249,0.0277,0.0,0.0232,0.0202,0.9446,0.0,0.005,0.0227,0.0,0.0,0.0076,0.0202,0.9118,0.0,0.005,0.0227,0.0,0.0,0.0353,0.0202,0.9118,0.0,0.005,0.0227,0.0,0.0,0.0353,0.0202,0.927,0.0,0.005,0.0227,0.0,0.0,0.0202,0.0202,0.9295,0.0,0.005,0.0227,0.0,0.0,0.0176,0.0202,,,,,,,,,108 DEERPATH ROAD DILLON,80435,108 DEERPATH ROAD,False,DILLON,SUMMIT RE-1,3000,Outlying Town,5th Grade,Preschool,9703681400,8370,DILLON VALLEY ELEMENTARY SCHOOL,CO,80435
PUBLIC,Elementary,ACADEMY 20,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,"1810 NORTH GATE BLVD COLORADO SPRINGS, CO 80921",0.0,515.0,0.9383,0.014,0.0,0.0478,0.0,0.934,0.0,0.0019,0.0136,0.0,0.0,0.0505,0.0,0.9515,0.0,0.0019,0.0097,0.0,0.0,0.0369,0.0,0.9398,0.0,0.0019,0.0097,0.0,0.0,0.0485,0.0,0.934,0.0,0.0019,0.0117,0.0,0.0,0.0524,0.0,0.932,0.0019,0.0019,0.0136,0.0,0.0,0.0505,0.0,,,,,,,,,1810 NORTH GATE BLVD COLORADO SPRINGS,80921,1810 NORTH GATE BLVD,False,COLORADO SPRINGS,ACADEMY 20,1040,Urban-Suburban,5th Grade,Preschool,7192343810,1929,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,CO,80921
PUBLIC,High,ACADEMY 20,DISCOVERY CANYON CAMPUS HIGH SCHOOL,"1810 NORTHGATE BOULEVARD COLORADO SPRINGS, CO 80921",1188.0,1188.0,0.9492,0.0145,0.0363,0.0,0.0,0.9537,0.0008,0.0,0.0076,0.0379,0.0,0.0,0.0,0.9764,0.0,0.0,0.0076,0.016,0.0,0.0,0.0,0.968,0.0,0.0,0.0076,0.0244,0.0,0.0,0.0,0.9621,0.0017,0.0,0.0093,0.0269,0.0,0.0,0.0,0.8805,0.0328,0.0,0.0093,0.0774,0.0,0.0,0.0,0.9545,0.0008,0.0,0.0093,0.0354,0.0,0.0,0.0,1810 NORTHGATE BOULEVARD COLORADO SPRINGS,80921,1810 NORTHGATE BOULEVARD,False,COLORADO SPRINGS,ACADEMY 20,1040,Urban-Suburban,12th Grade,9th Grade,7192341800,2195,DISCOVERY CANYON CAMPUS HIGH SCHOOL,CO,80921
PUBLIC,Middle,ACADEMY 20,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,"1810 NORTH GATE BLVD COLORADO SPRINGS, CO 80921",905.0,905.0,0.9477,0.0129,0.0002,0.0392,0.0,0.9425,0.0,0.0,0.0077,0.0,0.0,0.0497,0.0,0.9735,0.0,0.0,0.0055,0.0,0.0,0.021,0.0,0.9613,0.0,0.0,0.0088,0.0,0.0,0.0298,0.0,0.9558,0.0011,0.0,0.0077,0.0,0.0,0.0354,0.0,0.9204,0.0254,0.0,0.011,0.0,0.0,0.0431,0.0,0.9326,0.0,0.0,0.0099,0.0011,0.0,0.0564,0.0,1810 NORTH GATE BLVD COLORADO SPRINGS,80921,1810 NORTH GATE BLVD,False,COLORADO SPRINGS,ACADEMY 20,1040,Urban-Suburban,8th Grade,6th Grade,7192341810,1921,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,CO,80921
PUBLIC,High,WIDEFIELD 3,DISCOVERY HIGH SCHOOL,"701 WIDEFIELD DRIVE COLORADO SPRINGS, CO 80911",73.0,73.0,0.8721,0.0023,0.0,0.0982,0.0274,0.8767,0.0,0.0,0.0,0.0,0.0,0.0959,0.0274,0.9041,0.0,0.0,0.0,0.0,0.0,0.0685,0.0274,0.9726,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,0.9041,0.0,0.0,0.0,0.0,0.0,0.0685,0.0274,0.6986,0.0137,0.0,0.0,0.0,0.0,0.2603,0.0274,0.8767,0.0,0.0,0.0,0.0,0.0,0.0959,0.0274,701 WIDEFIELD DRIVE COLORADO SPRINGS,80911,701 WIDEFIELD DRIVE,False,COLORADO SPRINGS,WIDEFIELD 3,0990,Urban-Suburban,12th Grade,9th Grade,7193913121,9560,DISCOVERY HIGH SCHOOL,CO,80911
PUBLIC,Elem/Middle,DURANGO 9-R,DISTRICT 9-R SHARED SCHOOL,"201 EAST 12TH STREET DURANGO, CO 81301",38.0,176.0,0.5708,0.1906,0.0033,0.134,0.1013,0.5398,0.0057,0.0,0.2045,0.0,0.0,0.1477,0.1023,0.6477,0.0114,0.0057,0.1591,0.0057,0.0,0.0682,0.1023,0.5511,0.0057,0.0057,0.1705,0.0114,0.0,0.1534,0.1023,0.6023,0.0057,0.0057,0.1648,0.0,0.0,0.1193,0.1023,0.5341,0.0057,0.0057,0.1989,0.0,0.0,0.1534,0.1023,0.4737,0.0,0.0,0.1842,0.0,0.0,0.2632,0.0789,201 EAST 12TH STREET DURANGO,81301,201 EAST 12TH STREET,False,DURANGO,DURANGO 9-R,1520,Outlying City,12th Grade,Kindergarten,9702475411,2097,DISTRICT 9-R SHARED SCHOOL,CO,81301
PUBLIC,High,COLORADO SPRINGS 11,DOHERTY HIGH SCHOOL,"4515 BARNES ROAD COLORADO SPRINGS, CO 80917",2048.0,2048.0,0.945,0.0228,0.0,0.0195,0.0024,0.9663,0.0,0.0,0.0176,0.0,0.0103,0.0034,0.0024,0.9751,0.0,0.0,0.0122,0.0,0.0103,0.0,0.0024,0.9634,0.001,0.0005,0.0186,0.0,0.0103,0.0039,0.0024,0.9619,0.0015,0.0005,0.019,0.0,0.0103,0.0044,0.0024,0.8784,0.002,0.0005,0.0283,0.0,0.0103,0.0781,0.0024,0.9248,0.0024,0.0005,0.0322,0.0,0.0103,0.0273,0.0024,4515 BARNES ROAD COLORADO SPRINGS,80917,4515 BARNES ROAD,False,COLORADO SPRINGS,COLORADO SPRINGS 11,1010,Urban-Suburban,12th Grade,9th Grade,7193286400,2202,DOHERTY HIGH SCHOOL,CO,80917
PUBLIC,Elem/Middle,DENVER COUNTY 1,DORA MOORE ECE-8 SCHOOL,"846 CORONA STREET DENVER, CO 80218",89.0,318.0,0.9107,0.0203,0.0077,0.0613,0.0,0.9119,0.0,0.0031,0.0157,0.0189,0.0,0.0503,0.0,0.9308,0.0,0.0031,0.0126,0.0157,0.0,0.0377,0.0,0.9308,0.0,0.0031,0.0157,0.0031,0.0,0.0472,0.0,0.9371,0.0,0.0031,0.0157,0.0,0.0,0.044,0.0,0.9214,0.0,0.0031,0.0157,0.0031,0.0,0.0566,0.0,0.6292,0.0,0.0,0.0562,0.0,0.0,0.3146,0.0,846 CORONA STREET DENVER,80218,846 CORONA STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,8th Grade,Preschool,7204245300,6088,DORA MOORE ECE-8 SCHOOL,CO,80218
PUBLIC,Elem/Middle,JEFFERSON COUNTY R-1,DORAL ACADEMY OF COLORADO,"7100 WADSWORTH BLVD ARVADA,CO  80003",34.0,166.0,0.8704,0.0984,0.0012,0.0301,0.0,0.9036,0.0,0.0,0.0964,0.0,0.0,0.0,0.0,0.8675,0.0,0.0,0.1084,0.0,0.0,0.0241,0.0,0.8675,0.0,0.0,0.1084,0.006,0.0,0.0181,0.0,0.8795,0.0,0.0,0.0904,0.0,0.0,0.0301,0.0,0.8675,0.006,0.0,0.0904,0.0,0.0,0.0361,0.0,0.7059,0.0,0.0,0.0588,0.0,0.0,0.2353,0.0,7100 WADSWORTH BLVD ARVADA,,7100 WADSWORTH BLVD,True,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,8th Grade,Kindergarten,3032503627,2189,DORAL ACADEMY OF COLORADO,CO,80003
PUBLIC,Elementary,GREELEY 6,DOS RIOS ELEMENTARY SCHOOL,"2201 34TH ST, EVANS, CO 80620",0.0,590.0,0.9722,0.0244,0.0014,0.002,0.0,0.9746,0.0,0.0017,0.022,0.0,0.0,0.0017,0.0,0.9712,0.0,0.0017,0.022,0.0034,0.0,0.0017,0.0,0.9729,0.0,0.0017,0.022,0.0017,0.0,0.0017,0.0,0.9729,0.0,0.0017,0.022,0.0017,0.0,0.0017,0.0,0.9695,0.0,0.0017,0.0254,0.0,0.0,0.0034,0.0,,,,,,,,, EVANS,80620,2201 34TH STREET,False,EVANS,GREELEY 6,3120,Urban-Suburban,5th Grade,Kindergarten,9703481300,2222,DOS RIOS ELEMENTARY SCHOOL,CO,80620
PUBLIC,Elementary,GREELEY 6,DOS RIOS ELEMENTARY SCHOOL,"2201 34TH ST, EVANS, CO 80620",0.0,590.0,0.9722,0.0244,0.0014,0.002,0.0,0.9746,0.0,0.0017,0.022,0.0,0.0,0.0017,0.0,0.9712,0.0,0.0017,0.022,0.0034,0.0,0.0017,0.0,0.9729,0.0,0.0017,0.022,0.0017,0.0,0.0017,0.0,0.9729,0.0,0.0017,0.022,0.0017,0.0,0.0017,0.0,0.9695,0.0,0.0017,0.0254,0.0,0.0,0.0034,0.0,,,,,,,,, EVANS,80620,265 LINDEN AVE,False,GRAND JUNCTION,MESA COUNTY VALLEY 51,2000,Urban-Suburban,5th Grade,Preschool,9702547910,2224,DOS RIOS ELEMENTARY SCHOOL,CO,81503
PUBLIC,Elementary,MESA COUNTY VALLEY 51,DOS RIOS ELEMENTARY SCHOOL,"265 LINDEN AVE GRAND JUNCTION, CO 81503",0.0,321.0,0.9502,0.005,0.0006,0.0368,0.0075,0.9657,0.0,0.0,0.0062,0.0,0.0,0.0187,0.0093,0.9408,0.0,0.0,0.0093,0.0,0.0,0.0467,0.0031,0.9377,0.0,0.0,0.0031,0.0031,0.0,0.053,0.0031,0.9564,0.0,0.0,0.0031,0.0,0.0,0.0312,0.0093,0.9502,0.0,0.0,0.0031,0.0,0.0,0.0343,0.0125,,,,,,,,,265 LINDEN AVE GRAND JUNCTION,81503,2201 34TH STREET,False,EVANS,GREELEY 6,3120,Urban-Suburban,5th Grade,Kindergarten,9703481300,2222,DOS RIOS ELEMENTARY SCHOOL,CO,80620
PUBLIC,Elementary,MESA COUNTY VALLEY 51,DOS RIOS ELEMENTARY SCHOOL,"265 LINDEN AVE GRAND JUNCTION, CO 81503",0.0,321.0,0.9502,0.005,0.0006,0.0368,0.0075,0.9657,0.0,0.0,0.0062,0.0,0.0,0.0187,0.0093,0.9408,0.0,0.0,0.0093,0.0,0.0,0.0467,0.0031,0.9377,0.0,0.0,0.0031,0.0031,0.0,0.053,0.0031,0.9564,0.0,0.0,0.0031,0.0,0.0,0.0312,0.0093,0.9502,0.0,0.0,0.0031,0.0,0.0,0.0343,0.0125,,,,,,,,,265 LINDEN AVE GRAND JUNCTION,81503,265 LINDEN AVE,False,GRAND JUNCTION,MESA COUNTY VALLEY 51,2000,Urban-Suburban,5th Grade,Preschool,9702547910,2224,DOS RIOS ELEMENTARY SCHOOL,CO,81503
PUBLIC,High,DOUGLAS COUNTY RE 1,DOUGLAS COUNTY HIGH SCHOOL,"2842 FRONT STREET CASTLE ROCK, CO 80104",1886.0,1886.0,0.9551,0.0088,0.0005,0.0304,0.0042,0.9592,0.0027,0.0005,0.0064,0.0,0.0005,0.0265,0.0042,0.9767,0.0016,0.0,0.0042,0.0005,0.0005,0.0122,0.0042,0.9714,0.0016,0.0005,0.0042,0.0005,0.0005,0.017,0.0042,0.9703,0.0016,0.0005,0.0058,0.0005,0.0005,0.0164,0.0042,0.903,0.0032,0.0016,0.0085,0.0011,0.0016,0.0769,0.0042,0.9502,0.0021,0.0011,0.0069,0.0005,0.0016,0.0334,0.0042,2842 FRONT STREET CASTLE ROCK,80104,2842 FRONT STREET,False,CASTLE ROCK,DOUGLAS COUNTY RE 1,0900,Denver Metro,12th Grade,9th Grade,3033871000,2230,DOUGLAS COUNTY HIGH SCHOOL,CO,80104
PUBLIC,Elementary,BOULDER VALLEY RE 2,DOUGLASS ELEMENTARY SCHOOL,"840  75TH STREET BOULDER, CO 80303",0.0,464.0,0.9207,0.0418,0.0,0.0375,0.0,0.9267,0.0,0.0,0.0582,0.0,0.0,0.0151,0.0,0.931,0.0,0.0,0.0302,0.0,0.0,0.0388,0.0,0.9073,0.0,0.0,0.0431,0.0,0.0,0.0496,0.0,0.9569,0.0,0.0,0.0259,0.0,0.0,0.0172,0.0,0.8815,0.0,0.0,0.0517,0.0,0.0,0.0668,0.0,,,,,,,,,840  75TH STREET BOULDER,80303,840  75TH STREET,False,BOULDER,BOULDER VALLEY RE 2,0480,Denver Metro,5th Grade,Preschool,7205615541,2240,DOUGLASS ELEMENTARY SCHOOL,CO,80303
PUBLIC,Elementary,ACADEMY 20,DOUGLASS VALLEY ELEMENTARY SCHOOL,"4610 DOUGLASS DRIVE USAF ACADEMY, CO 80840",0.0,315.0,0.906,0.0076,0.0,0.0857,0.0,0.9238,0.0,0.0,0.0032,0.0,0.0,0.073,0.0,0.9175,0.0,0.0032,0.0063,0.0,0.0,0.073,0.0,0.9079,0.0,0.0,0.0032,0.0,0.0,0.0889,0.0,0.9175,0.0,0.0,0.0032,0.0,0.0,0.0762,0.0,0.8635,0.0063,0.0,0.0127,0.0,0.0,0.1175,0.0,,,,,,,,,4610 DOUGLASS DRIVE USAF ACADEMY,80840,4610 DOUGLASS DRIVE,False,USAF ACADEMY,ACADEMY 20,1040,Urban-Suburban,5th Grade,Kindergarten,7192344200,2248,DOUGLASS VALLEY ELEMENTARY SCHOOL,CO,80840
PUBLIC,Elementary,DENVER COUNTY 1,DOULL ELEMENTARY SCHOOL,"2520 SOUTH UTICA STREET DENVER, CO 80219",0.0,405.0,0.9402,0.0114,0.0025,0.04,0.0,0.9432,0.0,0.0,0.0049,0.0,0.0,0.0519,0.0,0.9457,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.9383,0.0025,0.0,0.0148,0.0025,0.0,0.042,0.0,0.9481,0.0025,0.0,0.0148,0.0,0.0,0.0346,0.0,0.9259,0.0049,0.0,0.0123,0.0099,0.0,0.0469,0.0,,,,,,,,,2520 SOUTH UTICA STREET DENVER,80219,2520 SOUTH UTICA STREET,False,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Preschool,7204248000,2258,DOULL ELEMENTARY SCHOOL,CO,80219
PUBLIC,Middle/High,DOLORES COUNTY RE NO.2,DOVE CREEK HIGH SCHOOL,"525 NORTH MAIN STREET DOVE CREEK, CO 81324",140.0,140.0,0.9774,0.0226,0.0,0.0,0.0,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.9857,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.9857,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.9857,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.9714,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.9643,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,525 NORTH MAIN STREET DOVE CREEK,81324,525 NORTH MAIN STREET,False,DOVE CREEK,DOLORES COUNTY RE NO.2,0890,Remote,12th Grade,6th Grade,9706772237,2216,DOVE CREEK HIGH SCHOOL,CO,81324
PUBLIC,Elementary,DENVER COUNTY 1,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,"1860 LINCOLN ST DENVER, CO 80203",0.0,401.0,0.9187,0.0244,0.0015,0.0329,0.0219,0.8778,0.0,0.0,0.0299,0.0025,0.0,0.0574,0.0299,0.9601,0.0,0.0,0.0175,0.0,0.0,0.01,0.0125,0.9152,0.0,0.0,0.0299,0.005,0.0,0.0324,0.0175,0.9401,0.0,0.0,0.0175,0.0,0.0,0.0274,0.015,0.9002,0.0,0.0,0.0274,0.0,0.0,0.0374,0.0349,,,,,,,,,1860 LINCOLN ST DENVER,80203,1860 LINCOLN ST,True,DENVER,DENVER COUNTY 1,0880,Denver Metro,5th Grade,Kindergarten,7204242350,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,CO,80203
PUBLIC,Middle,JEFFERSON COUNTY R-1,DRAKE JUNIOR HIGH SCHOOL,"12550 WEST 52ND AVENUE ARVADA, CO 80002",677.0,677.0,0.966,0.0323,0.0015,0.0,0.0,0.9705,0.003,0.003,0.0222,0.0015,0.0,0.0,0.0,0.9705,0.003,0.003,0.0222,0.0015,0.0,0.0,0.0,0.9675,0.0044,0.003,0.0236,0.0015,0.0,0.0,0.0,0.9719,0.003,0.003,0.0207,0.0015,0.0,0.0,0.0,0.9601,0.003,0.003,0.0325,0.0015,0.0,0.0,0.0,0.9557,0.0015,0.003,0.0369,0.0015,0.0,0.0,0.0,12550 WEST 52ND AVENUE ARVADA,80002,12550 WEST 52ND AVENUE,False,ARVADA,JEFFERSON COUNTY R-1,1420,Denver Metro,8th Grade,6th Grade,3039821510,2288,DRAKE JUNIOR HIGH SCHOOL,CO,80002
PUBLIC,Elementary,CHERRY CREEK 5,DRY CREEK ELEMENTARY SCHOOL,"7686 EAST HINSDALE AVENUE ENGLEWOOD, CO 80112",0.0,407.0,0.9867,0.0108,0.0,0.0025,0.0,0.9877,0.0025,0.0,0.0074,0.0,0.0,0.0025,0.0,0.9926,0.0025,0.0,0.0049,0.0,0.0,0.0,0.0,0.9828,0.0025,0.0,0.0098,0.0,0.0,0.0049,0.0,0.9877,0.0025,0.0,0.0098,0.0,0.0,0.0,0.0,0.9828,0.0025,0.0,0.0098,0.0,0.0,0.0049,0.0,,,,,,,,,7686 EAST HINSDALE AVENUE ENGLEWOOD,80112,7686 EAST HINSDALE AVENUE,False,ENGLEWOOD,CHERRY CREEK 5,0130,Denver Metro,5th Grade,Preschool,7205543300,2292,DRY CREEK ELEMENTARY SCHOOL,CO,80112
PUBLIC,High,DENVER COUNTY 1,DSST: BYERS HIGH SCHOOL,"150 S. PEARL ST DENVER,CO  80209",132.0,132.0,0.9848,0.0051,0.0,0.0101,0.0,0.9773,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.9924,0.0,0.0,0.0076,0.0,0.0,0.0,0.0,0.9848,0.0,0.0,0.0076,0.0,0.0,0.0076,0.0,0.9848,0.0,0.0,0.0076,0.0,0.0,0.0076,0.0,0.9773,0.0,0.0,0.0076,0.0,0.0,0.0152,0.0,0.9924,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,150 S. PEARL ST DENVER,,150 SOUTH PEARL STREET,True,DENVER,DENVER COUNTY 1,0880,Denver Metro,11th Grade,9th Grade,3035246350,2228,DSST: BYERS HIGH SCHOOL,CO,80209
